dateTime,spotID,lat,long,speed,dist,station,BB_20-24000,OL_31.5,OL_63,OL_125,OL_250,OL_500,OL_1000,OL_2000,OL_4000,OL_8000,OL_16000
2018-08-16T03:00:00Z,0-2571609,38.94439,-126.6458,0.512521504,340.3713682,8,95.47416,90.320567,91.12127,85.395031,80.323493,79.123673,76.546789,74.929215,72.067795,68.6287,84.599014
2018-08-16T03:00:00Z,0-2571709,38.94382,-126.64607,1.124480703,0.067468842,8,95.47416,90.320567,91.12127,85.395031,80.323493,79.123673,76.546789,74.929215,72.067795,68.6287,84.599014
2018-08-16T03:20:00Z,0-2571609,38.93977,-126.64844,1.170792135,0.494334457,8,94.530438,89.438658,90.538063,85.150678,80.250176,77.074435,76.458007,75.116616,72.845776,68.721298,79.093843
2018-08-16T03:20:00Z,0-2571709,38.93961,-126.64853,1.369458539,0.019400663,8,94.530438,89.438658,90.538063,85.150678,80.250176,77.074435,76.458007,75.116616,72.845776,68.721298,79.093843
2018-08-16T04:00:00Z,0-2571609,38.93452,-126.65207,1.301262605,0.643040604,8,96.210363,92.171208,91.285578,86.308986,81.059263,79.244139,79.271675,75.884617,70.99738,66.172745,64.019206
2018-08-16T04:00:00Z,0-2571709,38.933839999999996,-126.65265,1.33283739,0.090706989,8,96.210363,92.171208,91.285578,86.308986,81.059263,79.244139,79.271675,75.884617,70.99738,66.172745,64.019206
2018-08-16T04:20:00Z,0-2571609,38.92985,-126.65631,1.301687359,0.544900792,8,96.672709,93.276795,91.180941,86.866888,81.513953,80.368427,80.438737,78.185407,76.031494,73.487495,71.425756
2018-08-16T04:20:00Z,0-2571709,38.92969,-126.65652,1.60660128,0.025437854,8,96.672709,93.276795,91.180941,86.866888,81.513953,80.368427,80.438737,78.185407,76.031494,73.487495,71.425756
2018-08-16T05:00:00Z,0-2571609,38.92493,-126.66074,1.305104003,0.642763721,8,95.647949,91.339854,91.559042,86.199006,80.533839,79.528593,79.222942,75.851859,72.82906,69.752343,67.417075
2018-08-16T05:00:00Z,0-2571709,38.92484,-126.66081,1.558765055,0.011690738000000001,8,95.647949,91.339854,91.559042,86.199006,80.533839,79.528593,79.222942,75.851859,72.82906,69.752343,67.417075
