dateTime,spotID,lat,long,speed,dist,station
2018-07-08T14:41:50Z,0-2573760,48.42076,-126.83331,0.193617778,0.085030474,1
2018-07-08T15:13:54Z,0-2573760,48.42134,-126.83478,0.23666192,0.126482648,1
2018-07-08T15:41:41Z,0-2573760,48.42193,-126.83598,0.238463509,0.110421853,1
2018-07-08T16:11:41Z,0-2573760,48.42237,-126.83696,0.174986832,0.087493416,1
2018-07-08T16:42:52Z,0-2573760,48.42277,-126.83784,0.151755951,0.07887094,1
2018-07-08T17:14:51Z,0-2573760,48.423,-126.8389,0.154801449,0.082517772,1
2018-07-08T18:11:17Z,0-2573760,48.42302,-126.84097,0.162907525,0.153223578,1
2018-07-08T18:42:25Z,0-2573760,48.42326,-126.84222,0.185566975,0.096288641,1
2018-07-08T19:11:19Z,0-2573760,48.42354,-126.84323,0.168120058,0.080977828,1
2018-07-08T19:41:36Z,0-2573760,48.42387,-126.84434,0.178269386,0.089976521,1
2018-07-08T20:11:36Z,0-2573760,48.424,-126.8452,0.130542316,0.065271158,1
2018-07-08T20:43:52Z,0-2573760,48.42417,-126.84645,0.175585901,0.094426196,1
2018-07-08T21:11:01Z,0-2573760,48.4242,-126.84754,0.178434326,0.080741532,1
2018-07-08T21:41:01Z,0-2573760,48.42454,-126.84866,0.182215223,0.091107611,1
2018-07-08T22:13:23Z,0-2573760,48.42535,-126.84895,0.171644671,0.092592764,1
2018-07-08T22:40:40Z,0-2573760,48.42588,-126.849,0.129862392,0.059051315,1
2018-07-08T23:10:40Z,0-2573760,48.42614,-126.84883,0.063061152,0.031530576,1
2018-07-08T23:44:04Z,0-2573760,48.42628,-126.8484,0.063642134,0.035427455,1
2018-07-09T00:12:05Z,0-2573760,48.42606,-126.84791,0.093682123,0.043744347,1
2018-07-09T00:42:05Z,0-2573760,48.42602,-126.84791,0.008895888,0.004447944,1
2018-07-09T01:12:05Z,0-2573760,48.42593,-126.84834,0.066720758,0.033360379,1
2018-07-09T01:41:36Z,0-2573760,48.42609,-126.84962,0.195932031,0.096387674,1
2018-07-09T02:13:51Z,0-2573760,48.42626,-126.85124,0.225814257,0.121375163,1
2018-07-09T02:43:51Z,0-2573760,48.42673,-126.85304,0.286200121,0.14310006,1
