UTC,Latitude,Longitude,species,shipin10km,sst_mean,curl_mean,dist2slope,depth,bathy_slope,dist2shore,chlorophyll_mean,ssh_mean,mldDepth,mldTemp,ttDepth,ttTemp,temp400,sal400,TOL_125,TOL_2000,Wpresence
2018-11-05T18:43:53Z,29.48699,-118.38666999999998,NA,0,20.366,-0.12351696938276291,26516.910369195706,3547,2.946568476754888,34,0.18916071951389313,-0.0235,32.71541928572586,19.37200000816956,49.049352520238934,16.274499851546715,6.981999381678179,34.25500067707617,78.286941,78.071864,0
2018-11-05T19:13:31Z,29.49045,-118.38406,NA,0,20.371,-0.12351696938276291,26516.910369195706,3515,2.692113657588432,34,0.18916071951389313,-0.0235,32.71541928572586,19.37200000816956,49.049352520238934,16.274499851546715,6.981999381678179,34.25500067707617,77.567323,78.550127,0
2018-11-05T19:14:28Z,29.49058,-118.38397,NA,0,20.371,-0.12351696938276291,26516.910369195706,3515,2.692113657588432,34,0.18916071951389313,-0.0235,32.71541928572586,19.37200000816956,49.049352520238934,16.274499851546715,6.981999381678179,34.25500067707617,77.567323,78.550127,0
2018-11-05T19:42:20Z,29.49352,-118.38144,NA,0,20.371,-0.12351696938276291,26516.910369195706,3515,1.986639960259341,34,0.18916071951389313,-0.0235,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,79.301848,77.283077,0
2018-11-05T19:43:37Z,29.49364,-118.38132999999999,NA,0,20.371,-0.12351696938276291,26516.910369195706,3515,1.986639960259341,34,0.18916071951389313,-0.0235,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,79.301848,77.283077,0
2018-11-05T20:11:59Z,29.49605,-118.37875,NA,0,20.371,-0.12351696938276291,25958.16049605479,3499,0.8841458442813253,35,0.18916071951389313,-0.0235,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,79.693416,75.203303,0
2018-11-05T20:14:35Z,29.49626,-118.37853999999999,NA,0,20.371,-0.12351696938276291,25958.16049605479,3499,0.8841458442813253,35,0.18916071951389313,-0.0235,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,79.693416,75.203303,0
2018-11-05T20:42:35Z,29.49843,-118.37583999999998,NA,0,20.371,-0.12351696938276291,25958.16049605479,3498,0.8841458442813253,35,0.18916071951389313,-0.0235,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,77.775228,75.863001,0
2018-11-05T20:43:52Z,29.49862,-118.37589,NA,0,20.371,-0.12351696938276291,25958.16049605479,3498,0.8841458442813253,35,0.18916071951389313,-0.0235,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,77.775228,75.863001,0
2018-11-05T21:11:57Z,29.5009,-118.3734,NA,0,20.393,-0.10760973393917084,28180.281973230853,3498,0.574593896230576,35,0.19124701619148254,-0.0459,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,75.986834,76.53597,0
2018-11-05T21:41:42Z,29.50344,-118.37062,NA,0,20.393,-0.10760973393917084,28180.281973230853,3488,0.23227029852305042,35,0.19124701619148254,-0.0459,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,78.270962,78.442106,0
2018-11-05T21:43:37Z,29.50358,-118.37029000000001,NA,0,20.393,-0.10760973393917084,28180.281973230853,3488,0.23227029852305042,35,0.19124701619148254,-0.0459,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,78.270962,78.442106,0
2018-11-05T22:10:37Z,29.5058,-118.36817000000002,NA,0,20.395,-0.10760973393917084,28180.281973230853,3488,0.6252902530778182,36,0.19124701619148254,-0.0459,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,77.651249000000007,77.216482,0
2018-11-05T22:14:07Z,29.50599,-118.36797000000001,NA,0,20.395,-0.10760973393917084,28180.281973230853,3488,0.6252902530778182,36,0.19124701619148254,-0.0459,32.52246445444186,19.5140000149142,48.89772705682979,16.38549985681893,6.999999382533133,34.25500067707617,77.651249000000007,77.216482,0
2018-11-05T22:40:37Z,29.50803,-118.3656,NA,0,20.395,-0.10760973393917084,28180.281973230853,3486,0.45180913560730723,36,0.19124701619148254,-0.0459,31.97019846579493,19.507000014581717,48.303571197252694,16.367999855987726,6.950999380205758,34.25700067717116,80.7448,76.620587,0
2018-11-05T22:41:24Z,29.50808,-118.36552,NA,0,20.395,-0.10760973393917084,28180.281973230853,3486,0.45180913560730723,36,0.19124701619148254,-0.0459,31.97019846579493,19.507000014581717,48.303571197252694,16.367999855987726,6.950999380205758,34.25700067717116,80.7448,76.620587,0
2018-11-05T23:11:17Z,29.51077,-118.36243000000002,NA,0,20.404,-0.10760973393917084,28180.281973230853,3479,0.766055865430574,35,0.19124701619148254,-0.0459,31.97019846579493,19.507000014581717,48.303571197252694,16.367999855987726,6.950999380205758,34.25700067717116,76.817701,76.086404,0
2018-11-05T23:12:00Z,29.51083,-118.36238,NA,0,20.404,-0.10760973393917084,28180.281973230853,3479,0.766055865430574,35,0.19124701619148254,-0.0459,31.97019846579493,19.507000014581717,48.303571197252694,16.367999855987726,6.950999380205758,34.25700067717116,76.817701,76.086404,0
2018-11-05T23:41:27Z,29.51357,-118.35941,NA,0,20.404,-0.10760973393917084,28180.281973230853,3478,0.8695569273109647,35,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,76.27269,71.487114,0
2018-11-05T23:42:34Z,29.51369,-118.35930000000002,NA,0,20.404,-0.10760973393917084,28180.281973230853,3478,0.8695569273109647,35,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,76.27269,71.487114,0
2018-11-06T00:11:09Z,29.51633,-118.35692,NA,0,20.406,-0.10760973393917084,27456.644502866347,3471,0.930847461040312,37,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,75.979173,75.306903,0
2018-11-06T00:12:35Z,29.51635,-118.35669999999999,NA,0,20.406,-0.10760973393917084,27456.644502866347,3471,0.930847461040312,37,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,75.979173,75.306903,0
2018-11-06T00:40:01Z,29.51851,-118.35390999999998,NA,0,20.414,-0.10760973393917084,27456.644502866347,3464,1.1387902956117466,36,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,75.817091,71.511098,0
2018-11-06T00:43:04Z,29.5188,-118.35367,NA,0,20.414,-0.10760973393917084,27456.644502866347,3462,1.1387902956117466,36,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,75.817091,71.511098,0
2018-11-06T01:10:58Z,29.52098,-118.35084999999998,NA,0,20.414,-0.10760973393917084,29658.425666523126,3464,1.203567761466795,36,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,75.508385,68.011935,0
2018-11-06T01:11:57Z,29.52109,-118.35079999999999,NA,0,20.414,-0.10760973393917084,29658.425666523126,3464,1.203567761466795,36,0.19124701619148254,-0.0459,32.338176763553776,19.52900001562666,50.56458487169831,16.398999857460147,7.00899938296061,34.25900067726616,75.508385,68.011935,0
2018-11-06T01:41:06Z,29.52383,-118.34836000000001,NA,0,20.414,-0.10760973393917084,29658.425666523126,3457,1.9285659882773463,36,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,78.586629,71.582022,0
2018-11-06T01:42:05Z,29.52397,-118.34829000000002,NA,0,20.414,-0.10760973393917084,29658.425666523126,3457,1.9285659882773463,36,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,78.586629,71.582022,0
2018-11-06T02:09:29Z,29.52671,-118.34611999999998,NA,0,20.415,-0.10760973393917084,29658.425666523126,3462,2.8747701866322783,37,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,75.862313,72.479901,0
2018-11-06T02:12:05Z,29.52693,-118.34589,NA,0,20.415,-0.10760973393917084,29658.425666523126,3462,2.8747701866322783,37,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,75.862313,72.479901,0
2018-11-06T02:39:10Z,29.52984,-118.34357,NA,0,20.422,-0.10760973393917084,29658.425666523126,3444,2.5746188427648384,37,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,77.136857,73.380067,0
2018-11-06T02:41:55Z,29.52995,-118.34355,NA,0,20.422,-0.10760973393917084,29658.425666523126,3444,2.5746188427648384,37,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,77.136857,73.380067,0
2018-11-06T03:09:10Z,29.53267,-118.3416,NA,0,20.422,-0.04913653805851936,29658.425666523126,3412,2.0521383498038612,37,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,78.625683,72.590043,0
2018-11-06T03:11:34Z,29.53291,-118.34142,NA,0,20.422,-0.04913653805851936,29658.425666523126,3412,2.0521383498038612,37,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,78.625683,72.590043,0
2018-11-06T03:40:12Z,29.53568,-118.33943,NA,0,20.423000000000002,-0.04913653805851936,29658.425666523126,3416,4.357702490556195,38,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,76.332877,71.293394,0
2018-11-06T03:40:59Z,29.53579,-118.33938999999998,NA,0,20.423000000000002,-0.04913653805851936,29658.425666523126,3416,4.357702490556195,38,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,76.332877,71.293394,0
2018-11-06T04:08:45Z,29.53876,-118.33748,NA,0,20.423000000000002,-0.04913653805851936,29112.428452053882,3416,6.242899315129885,38,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,78.374555,70.9269,0
2018-11-06T04:13:16Z,29.53925,-118.33717000000001,NA,0,20.423000000000002,-0.04913653805851936,29112.428452053882,3416,6.242899315129885,38,0.19124701619148254,-0.0459,32.137850245339024,19.47100001287181,50.50781225261747,16.353499855299013,7.0009993825806305,34.260000677313656,78.374555,70.9269,0
2018-11-06T04:38:35Z,29.54196,-118.33507,NA,0,20.423000000000002,-0.04913653805851936,31369.60204558739,3415,7.9159482615511605,38,0.20293457806110382,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,77.763072,70.268155,0
2018-11-06T04:39:56Z,29.54211,-118.33501000000001,NA,0,20.423000000000002,-0.04913653805851936,31369.60204558739,3415,7.9159482615511605,38,0.20293457806110382,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,77.763072,70.268155,0
2018-11-06T05:09:52Z,29.54548,-118.33301,NA,0,20.429000000000002,-0.04913653805851936,31369.60204558739,3394,2.053157743098317,39,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,77.856938,70.605955,0
2018-11-06T05:10:54Z,29.54549,-118.33296999999999,NA,0,20.429000000000002,-0.04913653805851936,31369.60204558739,3394,2.053157743098317,39,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,77.856938,70.605955,0
2018-11-06T05:38:04Z,29.54897,-118.33161999999999,NA,0,20.429000000000002,-0.04913653805851936,31369.60204558739,3423,1.108441584661948,39,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,75.325429,72.249323,0
2018-11-06T05:40:54Z,29.54935,-118.33150999999998,NA,0,20.429000000000002,-0.04913653805851936,31369.60204558739,3423,1.108441584661948,39,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,75.325429,72.249323,0
2018-11-06T06:09:22Z,29.55317,-118.32963999999998,NA,0,20.429000000000002,-0.04913653805851936,31369.60204558739,3428,0.3560670584106217,39,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,75.669536,74.014401,0
2018-11-06T06:09:43Z,29.55324,-118.32963999999998,NA,0,20.429000000000002,-0.04913653805851936,31369.60204558739,3428,0.3560670584106217,39,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,75.669536,74.014401,0
2018-11-06T06:37:38Z,29.55727,-118.32756,NA,0,20.428,-0.04913653805851936,31369.60204558739,3425,2.157500037033721,40,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,76.777905,75.478396,0
2018-11-06T06:42:03Z,29.55794,-118.32720999999998,NA,0,20.428,-0.04913653805851936,31369.60204558739,3425,2.157500037033721,40,0.19641749560832977,-0.0459,31.745495281543025,19.476000013109296,50.40365719448289,16.363749855785862,7.026999383815564,34.260000677313656,75.074548,75.840332,0
2018-11-06T07:09:22Z,29.56175,-118.32470999999998,NA,0,20.435,-0.04913653805851936,31369.60204558739,3417,1.6509181245033226,40,0.19641749560832977,-0.0459,31.677282176231643,19.391000009072012,48.89074400287721,16.27824985172483,6.939999379683286,34.25300067698117,74.650496,76.645043,0
2018-11-06T07:10:30Z,29.56192,-118.3246,NA,0,20.435,-0.04913653805851936,31369.60204558739,3417,1.6509181245033226,40,0.19641749560832977,-0.0459,31.677282176231643,19.391000009072012,48.89074400287721,16.27824985172483,6.939999379683286,34.25300067698117,74.650496,76.645043,0
2018-11-06T07:37:18Z,29.56554,-118.32191,NA,0,20.433,-0.04913653805851936,33635.20982572735,3401,1.983618914430959,41,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.942993,76.019619,0
2018-11-06T07:39:25Z,29.56582,-118.32170000000002,NA,0,20.433,-0.04913653805851936,33635.20982572735,3401,1.983618914430959,41,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.968113,75.299289,0
2018-11-06T08:08:27Z,29.56919,-118.31848,NA,0,20.433,-0.04913653805851936,33635.20982572735,3418,1.8465999674397524,41,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.742955,77.013024,0
2018-11-06T08:11:22Z,29.5697,-118.31796,NA,0,20.433,-0.04913653805851936,33635.20982572735,3418,1.8465999674397524,41,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.742955,77.013024,0
2018-11-06T08:38:27Z,29.57279,-118.31436,NA,0,20.439,-0.04913653805851936,33277.80682718453,3395,1.9255708479490374,41,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.21432,75.76263,0
2018-11-06T08:39:05Z,29.57286,-118.3143,NA,0,20.439,-0.04913653805851936,33277.80682718453,3395,1.9255708479490374,41,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.21432,75.76263,0
2018-11-06T09:08:37Z,29.57581,-118.30997000000002,NA,0,20.436,-0.018589753657579422,33277.80682718453,3408,2.0105961566198753,42,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.609513,75.781097,0
2018-11-06T09:08:59Z,29.57584,-118.30991,NA,0,20.436,-0.018589753657579422,33277.80682718453,3408,2.0105961566198753,42,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,74.609513,75.781097,0
2018-11-06T09:38:01Z,29.57838,-118.30542,NA,0,20.436,-0.018589753657579422,33277.80682718453,3405,3.2949051038981927,42,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,75.06597,74.60207,0
2018-11-06T09:41:28Z,29.5787,-118.30495000000002,NA,0,20.442,-0.018589753657579422,33277.80682718453,3405,3.2949051038981927,42,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,75.06597,74.60207,0
2018-11-06T10:08:57Z,29.58071,-118.30175,NA,0,20.442,-0.018589753657579422,33277.80682718453,3376,4.433569805880251,42,0.19641749560832977,-0.0459,31.035856384472318,19.36100000764709,48.2618798708836,16.256249850679886,6.941999379778281,34.25300067698117,75.218576,73.853784,0
2018-11-06T10:38:57Z,29.58324,-118.29822999999999,NA,0,20.442,-0.018589753657579422,33277.80682718453,3377,4.4258984121146865,42,0.19641749560832977,-0.0459,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.603543,74.235172,0
2018-11-06T10:40:23Z,29.58337,-118.29808,NA,0,20.442,-0.018589753657579422,35573.160116348256,3377,4.567906122544687,42,0.21168425679206848,-0.0459,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.603543,74.235172,0
2018-11-06T11:05:58Z,29.58549,-118.29529,NA,0,20.438,-0.018589753657579422,35351.07734295436,3369,6.076207677874124,43,0.21168425679206848,-0.0459,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.896432,73.904313,0
2018-11-06T11:10:06Z,29.58587,-118.29486,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3369,6.076207677874124,43,0.21168425679206848,-0.0459,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.737542,73.819399,0
2018-11-06T11:36:30Z,29.58823,-118.29223999999999,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3326,6.908906086176708,43,0.21168425679206848,-0.0459,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,75.113082,72.916435,0
2018-11-06T11:38:12Z,29.5884,-118.29210999999998,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3326,6.908906086176708,43,0.21168425679206848,-0.0459,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.641961,72.652415,0
2018-11-06T12:07:30Z,29.59098,-118.28958,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3303,7.0944994980719756,43,0.19723060727119446,-0.0244,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.082917,73.465961,0
2018-11-06T12:10:05Z,29.59122,-118.28933999999998,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3303,7.0944994980719756,43,0.19723060727119446,-0.0244,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,74.971054,74.989903,0
2018-11-06T12:36:30Z,29.59369,-118.28673,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3303,5.476816078017508,43,0.19723060727119446,-0.0244,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,75.698796,74.299818,0
2018-11-06T12:38:03Z,29.59381,-118.28656000000001,NA,0,20.442999999999998,-0.018589753657579422,35351.07734295436,3329,5.476816078017508,43,0.19723060727119446,-0.0244,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,75.458281,75.097161,0
2018-11-06T13:05:27Z,29.59642,-118.28372000000002,NA,0,20.444,-0.018589753657579422,35351.07734295436,3305,5.594367331221561,44,0.19723060727119446,-0.0244,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,75.579612,74.663754,0
2018-11-06T13:07:59Z,29.59666,-118.28342,NA,0,20.444,-0.018589753657579422,35351.07734295436,3305,5.594367331221561,44,0.19723060727119446,-0.0244,30.852712994195937,19.234000001614913,47.61904732403242,16.151999845728277,6.905999378068373,34.25000067683868,76.007879,76.591267,0
2018-11-06T13:36:32Z,29.59961,-118.28041000000002,NA,0,20.444,-0.018589753657579422,35351.07734295436,3340,4.70516406578062,44,0.19723060727119446,-0.0244,32.66004394040862,19.21900000090245,49.90034637349681,16.151499845704528,6.948999380110763,34.248000676743686,75.677439,76.537834,0
2018-11-06T13:40:00Z,29.59997,-118.28009,NA,0,20.444,-0.018589753657579422,35351.07734295436,3340,4.70516406578062,44,0.19723060727119446,-0.0244,32.66004394040862,19.21900000090245,49.90034637349681,16.151499845704528,6.948999380110763,34.248000676743686,75.933433,76.894828,0
2018-11-06T14:06:28Z,29.60295,-118.27780000000001,NA,0,20.444,-0.018589753657579422,35351.07734295436,3382,3.9721055831636614,44,0.19723060727119446,-0.0244,31.21699174513227,19.347000006982125,50.24654351614315,16.25924985082238,6.995999382343143,34.25100067688618,74.563212,71.030161,0
2018-11-06T14:07:42Z,29.60309,-118.27771000000001,NA,0,20.444,-0.018589753657579422,35351.07734295436,3382,3.9721055831636614,44,0.19723060727119446,-0.0244,31.21699174513227,19.347000006982125,50.24654351614315,16.25924985082238,6.995999382343143,34.25100067688618,74.288862,70.628971,0
