"dateTime","lat.x","long","station","BB_20.24000","TOL_63","TOL_125","TOL_2000","TOL_5000","TOL_20000","species","BWpresence","Latitude","Longitude","UTC","sst_mean","dist_slope","depth","slope","dist_shore","chlorophyll_mean","ssh_mean","mldDepth","mldTemp","ttDepth","ttTemp","temp400","sal400"
2018-08-16 03:00:00,38.94439,-126.6458,8,95.47416,85.919065,80.757519,70.014203,65.871167,82.364448,NA,0,38.94439,-126.6458,2018-08-16 03:00:00,17.355,164444.2535988,4226,0.0102407295770793,245,0.17345467209816,0.1086,22.8554214578436,17.444999916642,49.6666664404883,14.5619997702073,5.9129993309034,34.0370006667217
2018-08-16 03:20:00,38.93977,-126.64844,8,94.530438,85.625856,79.545935,70.363533,66.146461,76.391171,NA,0,38.93977,-126.64844,2018-08-16 03:20:00,17.355,164444.2535988,4227,0.0102407295770793,245,0.17345467209816,0.1086,22.8554214578436,17.444999916642,49.6666664404883,14.5619997702073,5.9129993309034,34.0370006667217
2018-08-16 04:00:00,38.93452,-126.65207,8,96.210363,86.610306,81.417892,70.35419,64.45957,58.036589,NA,0,38.93452,-126.65207,2018-08-16 04:00:00,17.328,164444.2535988,4225,0.00855540107806067,246,0.17345467209816,0.1086,22.8554214578436,17.444999916642,49.6666664404883,14.5619997702073,5.9129993309034,34.0370006667217
2018-08-16 04:20:00,38.92985,-126.65631,8,96.672709,85.015616,82.504574,73.096411,70.150596,64.829593,NA,0,38.92985,-126.65631,2018-08-16 04:20:00,17.352,164444.2535988,4230,0.00882010371787501,246,0.17345467209816,0.1086,22.8554214578436,17.444999916642,49.6666664404883,14.5619997702073,5.9129993309034,34.0370006667217
2018-08-16 05:00:00,38.92493,-126.66074,8,95.647949,87.336792,81.139394,70.587136,66.715704,61.079947,NA,0,38.92493,-126.66074,2018-08-16 05:00:00,17.326,164444.2535988,4233,0.00882010371787501,247,0.17345467209816,0.1086,22.814685093252,17.422999915597,49.8191821658925,14.5429997693049,5.90299933042843,34.0370006667217
2018-08-16 05:20:00,38.91985,-126.66577,8,95.000668,85.125169,80.865881,69.885865,64.695222,58.608054,NA,0,38.91985,-126.66577,2018-08-16 05:20:00,17.35,164444.2535988,4235,0.00882010371787501,248,0.17345467209816,0.1086,23.783185560487,17.2759999086149,50.1211553728009,14.4349997641752,5.91199933085591,34.0410006669117
2018-08-16 06:00:00,38.91524,-126.67053,8,95.187908,85.484227,80.209977,70.205847,64.970869,59.124956,NA,0,38.91524,-126.67053,2018-08-16 06:00:00,17.35,175891.121369294,4238,0.00739049119847317,248,0.163183495402336,0.1086,23.783185560487,17.2759999086149,50.1211553728009,14.4349997641752,5.91199933085591,34.0410006669117
2018-08-16 06:20:00,38.911,-126.67563,8,95.378974,85.107411,80.446029,70.040857,64.663651,58.614385,NA,0,38.911,-126.67563,2018-08-16 06:20:00,17.349,175891.121369294,4242,0.00739049119847317,249,0.163183495402336,0.1086,23.783185560487,17.2759999086149,50.1211553728009,14.4349997641752,5.91199933085591,34.0410006669117
2018-08-16 07:00:00,38.90671,-126.68152,8,96.592779,86.179587,81.364251,72.357187,68.529939,62.466898,NA,0,38.90671,-126.68152,2018-08-16 07:00:00,17.349,175891.121369294,4250,0.00739049119847317,249,0.163183495402336,0.1086,25.0772469241716,17.2889999092324,49.9999997609189,14.4589997653151,5.96899933356326,34.0410006669117
2018-08-16 07:20:00,38.90294,-126.68774,8,97.941842,85.157418,82.215233,74.042451,71.098091,65.694888,NA,0,38.90294,-126.68774,2018-08-16 07:20:00,17.349,175891.121369294,4254,0.0102997505212319,250,0.163183495402336,0.1086,25.0772469241716,17.2889999092324,49.9999997609189,14.4589997653151,5.96899933356326,34.0410006669117
2018-08-16 08:00:00,38.89966,-126.69482,8,99.560589,86.180231,82.695181,72.677685,70.711415,64.005068,NA,0,38.89966,-126.69482,2018-08-16 08:00:00,17.349,175891.121369294,4261,0.0109841608560529,250,0.163183495402336,0.1086,24.6800727788121,17.2859999090899,49.7937497625128,14.4557497651607,5.96499933337327,34.0410006669117
2018-08-16 08:20:00,38.8974,-126.70137,8,99.680145,86.090146,83.639654,74.102377,71.584452,70.8302,NA,0,38.8974,-126.70137,2018-08-16 08:20:00,17.373,175891.121369294,4265,0.00852407984672813,251,0.163183495402336,0.1086,24.6800727788121,17.2859999090899,49.7937497625128,14.4557497651607,5.96499933337327,34.0410006669117
2018-08-16 09:00:00,38.89526,-126.70728,8,100.891818,88.0896,83.720999,74.34072,70.886572,64.566602,NA,0,38.89526,-126.70728,2018-08-16 09:00:00,17.397,175891.121369294,4269,0.00852407984672813,252,0.163183495402336,0.1086,24.6800727788121,17.2859999090899,49.7937497625128,14.4557497651607,5.96499933337327,34.0410006669117
2018-08-16 09:20:00,38.8937,-126.71188,8,98.874593,86.237928,84.086054,76.404575,73.940229,68.251526,NA,0,38.8937,-126.71188,2018-08-16 09:20:00,17.374,175891.121369294,4272,0.00852407984672813,252,0.152300521731377,0.1086,24.6800727788121,17.2859999090899,49.7937497625128,14.4557497651607,5.96499933337327,34.0410006669117
2018-08-16 10:00:00,38.89228,-126.71625,8,98.155972,87.683995,81.271609,78.872727,80.599771,74.855382,NA,0,38.89228,-126.71625,2018-08-16 10:00:00,17.398,175891.121369294,4273,0.00852407984672813,253,0.152300521731377,0.1086,24.6800727788121,17.2859999090899,49.7937497625128,14.4557497651607,5.96499933337327,34.0410006669117
2018-08-16 10:20:00,38.89056,-126.72023,8,97.903219,88.074724,80.481011,77.743845,75.577684,69.608463,NA,0,38.89056,-126.72023,2018-08-16 10:20:00,17.398,175891.121369294,4273,0.00184013684056567,253,0.152300521731377,0.1086,24.6800727788121,17.2859999090899,49.7937497625128,14.4557497651607,5.96499933337327,34.0410006669117
2018-08-16 11:00:00,38.88849,-126.72443,8,96.629612,87.081649,79.452352,76.163673,75.021667,68.592377,NA,0,38.88849,-126.72443,2018-08-16 11:00:00,17.398,175891.121369294,4277,0.00184013684056567,253,0.152300521731377,0.1086,24.5999996833503,17.0399998974055,48.7421008807388,14.2492497553525,5.8769993291935,34.0490006672917
2018-08-16 11:20:00,38.88587,-126.72797,8,96.994688,87.112542,80.919551,75.071492,72.631567,66.040358,NA,0,38.88587,-126.72797,2018-08-16 11:20:00,17.422,175891.121369294,4278,0.00184013684056567,254,0.152300521731377,0.1086,24.5999996833503,17.0399998974055,48.7421008807388,14.2492497553525,5.8769993291935,34.0490006672917
2018-08-16 12:00:00,38.88289,-126.73088,8,97.669134,88.494117,80.967934,74.403841,71.674823,71.825114,NA,0,38.88289,-126.73088,2018-08-16 12:00:00,17.4,175891.121369294,4281,0.00227293995226598,255,0.152300521731377,0.1086,24.5999996833503,17.0399998974055,48.7421008807388,14.2492497553525,5.8769993291935,34.0490006672917
2018-08-16 12:20:00,38.87956,-126.73373,8,96.616272,86.614456,80.911876,73.890164,73.007252,65.071111,NA,0,38.87956,-126.73373,2018-08-16 12:20:00,17.4,175891.121369294,4286,0.00353856080375428,255,0.152300521731377,-0.0028,24.5999996833503,17.0399998974055,48.7421008807388,14.2492497553525,5.8769993291935,34.0490006672917
2018-08-16 13:00:00,38.87599,-126.73633,8,96.996956,86.254042,79.299454,76.030005,76.025917,68.668291,NA,0,38.87599,-126.73633,2018-08-16 13:00:00,17.424,175891.121369294,4292,0.00353856080375428,255,0.152300521731377,-0.0028,24.5999996833503,17.0399998974055,48.7421008807388,14.2492497553525,5.8769993291935,34.0490006672917
2018-08-16 13:20:00,38.87191,-126.73865,8,95.986342,86.410976,78.796715,73.506781,70.628585,67.744349,NA,0,38.87191,-126.73865,2018-08-16 13:20:00,17.402,175891.121369294,4295,0.00353856080375428,256,0.160921528935432,-0.0028,24.5999996833503,17.0399998974055,48.7421008807388,14.2492497553525,5.8769993291935,34.0490006672917
2018-08-16 14:00:00,38.86795,-126.74013,8,96.889039,87.823951,80.500448,73.534564,70.467623,65.065011,NA,0,38.86795,-126.74013,2018-08-16 14:00:00,17.402,175891.121369294,4300,0.00353856080375428,256,0.160921528935432,-0.0028,24.6521032524437,17.0619998984504,49.2222219960439,14.2689997562906,5.88999932981096,34.0470006671967
2018-08-16 14:20:00,38.86262,-126.74125,8,96.634198,88.345362,81.150584,68.944616,63.892705,57.651972,NA,0,38.86262,-126.74125,2018-08-16 14:20:00,17.382,175891.121369294,4304,0.00695821966741322,256,0.160921528935432,-0.0028,24.6521032524437,17.0619998984504,49.2222219960439,14.2689997562906,5.88999932981096,34.0470006671967
2018-08-16 15:00:00,38.8567,-126.74245,8,98.834682,88.791073,82.003183,77.28738,74.580358,69.036781,NA,0,38.8567,-126.74245,2018-08-16 15:00:00,17.382,175891.121369294,4306,0.00695821966741322,256,0.160921528935432,-0.0028,24.6521032524437,17.0619998984504,49.2222219960439,14.2689997562906,5.88999932981096,34.0470006671967
2018-08-16 15:20:00,38.84988,-126.74382,8,102.33754,87.376752,83.127616,79.162674,74.939957,69.238677,NA,0,38.84988,-126.74382,2018-08-16 15:20:00,17.363,175891.121369294,4313,0.0117157385791985,257,0.160921528935432,-0.0028,24.6521032524437,17.0619998984504,49.2222219960439,14.2689997562906,5.88999932981096,34.0470006671967
2018-08-16 16:00:00,38.84305,-126.74525,8,100.067137,90.010873,85.27129,74.355139,71.992607,66.468402,NA,0,38.84305,-126.74525,2018-08-16 16:00:00,17.368,175891.121369294,4313,0.0117157385791985,258,0.160921528935432,-0.0028,24.6521032524437,17.0619998984504,49.2222219960439,14.2689997562906,5.88999932981096,34.0470006671967
2018-08-16 16:20:00,38.83546,-126.74789,8,101.048706,91.79874,85.916073,70.665561,67.071823,61.587002,NA,0,38.83546,-126.74789,2018-08-16 16:20:00,17.368,175891.121369294,4313,0.0117157385791985,258,0.160921528935432,-0.0028,25.4538687648961,16.9439998928457,49.1000788884615,14.1847497522889,5.90699933061842,34.0510006673867
2018-08-16 17:00:00,38.82856,-126.75066,8,100.11051,90.969861,82.672647,66.213943,57.577346,53.952501,NA,0,38.82856,-126.75066,2018-08-16 17:00:00,17.352,187382.704016376,4321,0.0151916372981806,259,0.144769012928009,0.0425,25.0678730166066,17.0719998989254,49.251604907717,14.2812497568724,5.90899933071341,34.0510006673867
2018-08-16 17:20:00,38.82138,-126.75377,8,98.653467,90.286976,81.315655,65.02052,56.980612,53.812387,NA,0,38.82138,-126.75377,2018-08-16 17:20:00,17.336,187382.704016376,4315,0.0151916372981806,259,0.144769012928009,0.0425,25.0678730166066,17.0719998989254,49.251604907717,14.2812497568724,5.90899933071341,34.0510006673867
2018-08-16 18:00:00,38.81558,-126.75691,8,96.688327,88.351606,80.759328,65.633345,60.643225,56.564022,NA,0,38.81558,-126.75691,2018-08-16 18:00:00,17.36,187382.704016376,4306,0.0110121723489235,260,0.144769012928009,0.0425,25.0678730166066,17.0719998989254,49.251604907717,14.2812497568724,5.90899933071341,34.0510006673867
2018-08-16 18:20:00,38.80956,-126.76114,8,96.477747,88.075727,79.281532,64.94731,57.898793,54.726868,NA,0,38.80956,-126.76114,2018-08-16 18:20:00,17.345,187382.704016376,4306,0.0110121723489235,260,0.144769012928009,0.0425,26.4671530073142,17.0079998958856,50.419354576051,14.2434997550794,5.94999933266081,34.0530006674817
2018-08-16 19:00:00,38.80411,-126.76552,8,96.727889,89.02859,80.871084,72.730907,70.630107,65.05346,NA,0,38.80411,-126.76552,2018-08-16 19:00:00,17.356,187382.704016376,4318,0.0110121723489235,261,0.144769012928009,0.0425,26.4671530073142,17.0079998958856,50.419354576051,14.2434997550794,5.94999933266081,34.0530006674817
2018-08-16 19:20:00,38.7986,-126.77061,8,99.195926,88.201621,80.255788,74.894783,72.730726,67.474925,NA,0,38.7986,-126.77061,2018-08-16 19:20:00,17.356,187382.704016376,4328,0.00909614168017979,261,0.144769012928009,0.0425,26.4671530073142,17.0079998958856,50.419354576051,14.2434997550794,5.94999933266081,34.0530006674817
2018-08-16 19:40:00,38.79379,-126.77498,8,95.58728,86.820958,79.980791,73.418506,71.390268,66.102587,NA,0,38.79379,-126.77498,2018-08-16 19:40:00,17.344,187382.704016376,4337,0.00909614168017979,262,0.144769012928009,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 20:20:00,38.78911,-126.77969,8,96.071545,88.237391,79.891992,69.644616,64.518729,57.210657,NA,0,38.78911,-126.77969,2018-08-16 20:20:00,17.368,187382.704016376,4349,0.00909614168017979,262,0.15247155725956,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 20:40:00,38.78487,-126.78381,8,96.869903,86.64357,80.706386,75.702282,73.762192,68.555081,NA,0,38.78487,-126.78381,2018-08-16 20:40:00,17.357,187382.704016376,4355,0.0068506539257736,263,0.15247155725956,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 21:20:00,38.78054,-126.78824,8,99.481475,88.001899,80.496089,77.113386,75.073843,69.753004,NA,0,38.78054,-126.78824,2018-08-16 21:20:00,17.126,187382.704016376,4361,0.00769609921050683,264,0.15247155725956,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 21:40:00,38.77655,-126.79269,8,98.677662,88.221949,79.914034,74.450674,72.001257,66.731592,NA,0,38.77655,-126.79269,2018-08-16 21:40:00,17.126,187382.704016376,4365,0.00769609921050683,264,0.14358925819397,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 22:20:00,38.77256,-126.79681,8,100.817013,89.095432,85.399584,73.663425,71.406629,67.013429,"ZC",1,38.77256,-126.79681,2018-08-16 22:20:00,17.139,187382.704016376,4372,0.00769609921050683,265,0.14358925819397,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 22:20:00,38.77256,-126.79681,8,100.817013,89.095432,85.399584,73.663425,71.406629,67.013429,"ZC",1,38.77256,-126.79681,2018-08-16 22:20:00,17.139,187382.704016376,4372,0.00769609921050683,265,0.14358925819397,0.0425,25.2136749430345,17.1689999035327,48.9546546669465,14.3622497607197,5.94199933228083,34.0530006674817
2018-08-16 22:40:00,38.76915,-126.80013,8,101.022526,88.390188,81.24799,73.581795,70.727468,65.550234,"ZC",1,38.76915,-126.80013,2018-08-16 22:40:00,17.139,187382.704016376,4374,0.00565726373710421,265,0.14358925819397,0.0425,23.7955176750986,17.251999907475,47.8968251706471,14.4229997636052,5.93599933199584,34.0530006674817
2018-08-16 22:40:00,38.76915,-126.80013,8,101.022526,88.390188,81.24799,73.581795,70.727468,65.550234,"ZC",1,38.76915,-126.80013,2018-08-16 22:40:00,17.139,187382.704016376,4374,0.00565726373710421,265,0.14358925819397,0.0425,23.7955176750986,17.251999907475,47.8968251706471,14.4229997636052,5.93599933199584,34.0530006674817
