"dateTime","TOL_25","TOL_31.5","TOL_40","TOL_50","TOL_63","TOL_80","TOL_100","TOL_125","TOL_160","TOL_200","TOL_250","TOL_315","TOL_400","TOL_500","TOL_630","TOL_800","TOL_1000","TOL_1250","TOL_1600","TOL_2000","TOL_2500","TOL_3150","TOL_4000","TOL_5000","TOL_6300","TOL_8000","TOL_10000","TOL_12500","TOL_16000","TOL_20000"
2018-08-16 18:20:00,87.356972,86.605508,87.461834,89.427715,88.075727,86.874744,82.892773,79.281532,78.508927,76.036176,77.77726,75.628432,74.979218,73.42318,72.08669,70.657013,69.436378,68.59875,66.789109,64.94731,62.445111,60.946759,59.362013,57.898793,56.706253,55.862887,55.264981,55.182533,55.895618,54.726868
2018-08-16 18:40:00,85.627112,85.787786,87.135652,88.981287,88.271192,86.880975,83.241252,82.2937,81.018495,77.519973,81.634501,78.022385,76.888936,74.303037,73.197855,71.467385,69.803174,68.836824,67.681253,66.142647,64.511989,63.396759,61.920826,60.425645,59.058474,57.89698,56.785837,56.398538,56.980672,55.405046
2018-08-16 19:00:00,85.449427,86.171487,87.098588,89.58294,89.02859,87.105387,83.56622,80.871084,78.170269,75.758554,78.422605,75.277144,75.106123,74.394207,74.133733,73.818753,73.891695,73.661349,73.170385,72.730907,72.129168,72.05934,71.493726,70.630107,69.960569,69.492214,68.628454,67.568922,67.550039,65.05346
2018-08-16 19:20:00,86.271909,87.247997,87.779103,89.492098,88.201621,86.588566,82.806449,80.255788,82.061398,77.74539,93.958051,77.116721,77.854893,78.161054,77.726385,76.755133,76.811159,76.156665,75.596604,74.894783,74.369835,74.212753,73.50259,72.730726,72.14722,71.766144,70.893626,69.932949,69.890265,67.474925
2018-08-16 19:40:00,87.152703,85.573362,86.611109,87.744779,86.820958,84.87566,82.060904,79.980791,77.503764,75.16848,75.502923,74.380606,74.457717,74.830467,74.806105,74.670509,74.669337,74.332408,73.865037,73.418506,72.842227,72.707718,72.126592,71.390268,70.81862,70.407953,69.493295,68.526172,68.530756,66.102587
2018-08-16 20:00:00,87.277909,86.620666,87.286717,88.415753,86.950054,85.061216,82.661064,81.273583,78.728998,76.669024,77.131569,74.665535,74.653272,73.793016,73.53672,72.883333,72.386666,72.08015,71.043363,70.133909,69.323574,68.827837,67.910541,66.915643,66.182318,65.630656,64.550666,63.671809,63.712523,61.431056
2018-08-16 20:20:00,85.344161,85.868283,87.391036,88.48879,88.237391,85.88191,83.216542,79.891992,78.575764,76.601333,79.120466,75.98021,75.724465,75.03738,75.516267,73.38265,72.416002,71.667636,70.780242,69.644616,68.392614,67.555058,66.115008,64.518729,62.914691,61.458922,59.951338,59.043278,59.227567,57.210657
2018-08-16 20:40:00,87.909191,86.990955,87.601999,88.612641,86.64357,85.461087,83.273727,80.706386,78.12715,76.989603,76.487838,76.408223,76.573562,76.63311,80.913908,76.598599,76.647508,76.651815,76.312486,75.702282,75.352495,75.093472,74.483496,73.762192,73.247353,72.816777,71.937351,71.007228,71.01454,68.555081
2018-08-16 21:00:00,89.753236,88.285121,89.485651,90.84593,88.434712,86.68596,83.57551,80.567176,78.618328,77.177024,77.327056,75.903745,76.049143,75.847004,75.776371,75.788934,75.735926,75.556651,75.184173,74.675069,74.187883,73.908294,73.2001,72.38114,71.795917,71.304871,70.403395,69.453241,69.471833,67.016267
2018-08-16 21:20:00,92.596412,89.918973,88.633369,89.923967,88.001899,86.256444,83.574531,80.496089,81.799426,77.658615,87.500042,77.663568,78.910513,79.012394,79.361901,78.655071,78.493404,78.069451,77.6881,77.113386,76.632453,76.449633,75.85496,75.073843,74.54319,74.133089,73.237848,72.326358,72.262726,69.753004
2018-08-16 21:40:00,92.713794,90.453849,89.012405,89.774238,88.221949,86.636594,83.36462,79.914034,77.664076,76.230822,75.874478,75.530215,75.827836,75.460654,75.700768,75.766881,75.862752,75.528249,75.035095,74.450674,73.867149,73.560143,72.84966,72.001257,71.377667,70.9582,70.036661,69.194446,69.199644,66.731592
2018-08-16 22:00:00,94.477728,91.705952,89.768047,89.193151,88.098029,85.304582,83.196624,82.915285,81.246633,80.140481,79.482462,78.106618,76.530901,75.205006,74.779416,74.050704,73.746961,73.286746,72.866903,72.027609,71.420048,70.95462,70.300818,69.351585,68.598852,68.371864,66.975311,66.283956,68.02508,65.828262
2018-08-16 22:20:00,95.223368,92.674359,90.998485,89.609222,89.095432,86.983991,83.77329,85.399584,81.403354,79.515397,81.583641,79.787264,79.849616,77.803615,77.389605,75.975305,75.336593,75.08403,74.482073,73.663425,73.054087,72.745543,72.192827,71.406629,70.901537,70.464573,69.34635,68.508786,68.905705,67.013429
2018-08-16 22:40:00,95.623316,92.708744,91.167386,90.066317,88.390188,87.807153,82.457019,81.24799,78.916487,77.756039,77.635709,77.519877,77.625136,77.601637,76.913159,76.391231,75.759155,75.05514,74.237083,73.581795,72.805722,72.241673,71.608211,70.727468,70.081188,69.818969,68.814879,67.871139,67.875509,65.550234
2018-08-16 23:00:00,94.778725,92.282765,90.085127,90.017115,87.554326,85.877505,83.654091,81.867173,79.422713,77.024958,77.410421,75.801688,75.816435,75.329737,75.980014,75.468617,75.395619,74.987788,74.492298,73.85766,73.293141,73.048319,72.321057,71.567117,70.932406,70.494697,69.568481,68.747236,68.722739,66.224408
2018-08-16 23:20:00,95.071868,93.126274,91.157843,90.474448,88.61665,85.694994,83.148071,81.870681,78.868488,76.81554,76.121324,75.873653,77.651945,76.342065,76.619645,76.230008,75.993141,75.808826,75.473038,74.910764,74.488025,74.238174,73.511908,72.721616,72.169809,71.785376,70.820197,69.919662,69.983604,67.500077
2018-08-16 23:40:00,97.934316,95.240689,92.38285,90.80107,87.040741,85.527993,83.631388,82.206055,79.120562,76.322415,75.080145,74.924419,75.250751,75.305872,75.727749,75.796942,75.660374,75.469997,75.069119,74.576259,74.099403,73.831203,73.07047,72.325556,71.7889,71.369943,70.39709,69.541249,69.498989,67.097395
