yyyy-mm-ddTHH:MM:SSZ, TOL_25, TOL_31.5, TOL_40, TOL_50, TOL_63, TOL_80, TOL_100, TOL_125, TOL_160, TOL_200, TOL_250, TOL_315, TOL_400, TOL_500, TOL_630, TOL_800, TOL_1000, TOL_1250, TOL_1600, TOL_2000, TOL_2500, TOL_3150, TOL_4000, TOL_5000, TOL_6300, TOL_8000, TOL_10000, TOL_12500, TOL_16000, TOL_20000 
2018-08-22T00:04:55.000Z, 34.356351, 34.569517, 34.751162, 34.680058, 35.780486, 35.414301, 35.795810, 36.348215, 36.579212, 37.118871, 38.022726, 38.822512, 39.192675, 40.403147, 40.963978, 42.029117, 42.773764, 43.740214, 44.523172, 45.370073, 46.320807, 47.217609, 48.083828, 49.116384, 49.895746, 50.872712, 51.886238, 52.877521, 53.812828, 53.357708
2018-08-22T00:24:55.000Z, 102.188388, 100.658125, 93.317572, 97.889688, 95.231534, 101.192197, 107.779960, 108.763215, 95.696470, 103.092982, 95.002376, 96.295385, 97.654842, 98.713740, 93.565597, 96.753261, 90.764250, 89.615391, 89.187503, 86.893191, 86.419753, 81.583121, 78.796592, 76.982605, 72.962514, 69.988766, 66.523601, 63.686943, 60.148995, 56.970865
2018-08-22T00:44:55.000Z, 100.428418, 99.262172, 92.229515, 96.947561, 94.300600, 100.352491, 107.612686, 108.982800, 95.538129, 103.151502, 94.638742, 96.190663, 97.432176, 98.301740, 93.335082, 95.898127, 90.865241, 89.906826, 89.790213, 87.060046, 86.590346, 82.036123, 78.903758, 77.518375, 73.371296, 70.634106, 67.300564, 64.635571, 60.712443, 57.317614
2018-08-22T01:04:55.000Z, 102.417156, 107.392812, 104.775067, 104.322606, 96.600402, 100.731207, 107.036336, 108.562514, 95.557156, 103.259073, 94.884546, 96.070290, 97.344860, 98.307430, 93.178284, 96.500337, 90.852762, 90.120329, 89.550900, 87.064586, 86.785942, 82.554220, 79.381367, 77.935902, 73.874460, 70.975569, 67.594017, 64.996615, 61.067059, 57.479751
2018-08-22T01:24:55.000Z, 104.233568, 107.938913, 105.496723, 103.795900, 96.571094, 100.637227, 107.108794, 108.753430, 95.344847, 103.847491, 94.975468, 96.317912, 97.752523, 98.270136, 93.584898, 97.097834, 90.989888, 90.397373, 89.583278, 87.061674, 87.154788, 82.888556, 79.451921, 77.910218, 73.759283, 71.000649, 67.654444, 65.334728, 61.326082, 57.491973
2018-08-22T01:44:55.000Z, 104.908088, 108.812841, 108.068401, 104.796386, 98.324411, 100.116418, 107.323826, 109.223082, 94.334725, 102.664418, 92.083324, 92.652456, 91.306701, 92.965971, 90.607180, 89.759581, 88.380011, 87.491510, 86.389167, 85.542012, 86.340059, 82.619242, 79.149975, 77.728675, 73.679002, 70.871625, 67.308101, 64.703233, 60.894867, 57.165648
2018-08-22T02:04:55.000Z, 91.635385, 98.081536, 93.043565, 93.998681, 95.732086, 98.257769, 99.164020, 108.144832, 90.707882, 93.681470, 88.011147, 87.073473, 85.822174, 85.332315, 82.598981, 81.924590, 80.137903, 78.590049, 77.221980, 77.055482, 77.306395, 73.428018, 70.234759, 66.864127, 63.481870, 61.452680, 59.252259, 58.063108, 57.283470, 55.731280
2018-08-22T02:24:55.000Z, 81.996157, 84.066918, 87.387390, 89.284493, 88.654182, 88.016792, 86.868441, 82.449841, 82.127522, 80.169803, 79.014124, 79.149220, 78.978760, 79.431935, 79.630095, 79.669089, 79.722738, 79.621336, 79.273358, 78.665781, 78.154534, 77.887761, 76.642895, 75.415192, 74.881739, 73.983305, 72.492691, 73.331892, 78.568874, 80.117036
2018-08-22T02:44:55.000Z, 82.674306, 85.726189, 90.051781, 92.801768, 90.160649, 91.789679, 89.655351, 85.433152, 83.873176, 81.271818, 79.489164, 79.858446, 79.768869, 80.553017, 80.788853, 80.966155, 81.074003, 80.598351, 80.070516, 79.420154, 78.940735, 78.627733, 77.482663, 76.273262, 75.602568, 74.915505, 73.559905, 74.115372, 75.041108, 72.923574
2018-08-22T03:04:55.000Z, 82.751688, 85.588096, 89.504977, 91.236031, 90.183943, 90.177370, 87.607371, 82.760736, 82.376581, 81.790485, 80.077147, 80.578616, 80.609722, 82.250320, 81.852325, 82.104813, 81.842659, 81.977232, 81.656036, 80.997376, 80.520204, 79.924447, 78.755198, 77.510461, 76.811588, 76.110294, 74.735150, 75.232227, 75.899558, 73.241542
2018-08-22T03:24:55.000Z, 82.014165, 85.387605, 89.090759, 90.264843, 89.381545, 89.180750, 86.616791, 83.110894, 83.230008, 82.079150, 80.396353, 80.908249, 79.731554, 80.633682, 81.404983, 81.851465, 82.123761, 82.163810, 82.147451, 80.839919, 80.147417, 79.713509, 78.764324, 77.583312, 76.685252, 75.907404, 74.619510, 75.168829, 75.484727, 72.189557
2018-08-22T03:44:55.000Z, 84.549391, 85.906998, 89.110224, 90.491897, 89.120924, 89.059370, 85.832239, 81.517531, 81.585668, 80.710276, 80.302614, 80.232710, 79.435882, 80.549070, 80.625248, 81.364602, 81.178013, 81.267527, 80.643262, 78.997464, 78.097748, 77.692751, 76.721318, 75.579620, 74.605858, 73.828531, 72.475394, 72.932323, 73.293068, 70.030094
2018-08-22T04:04:55.000Z, 87.015364, 86.039322, 88.399188, 91.203273, 90.861225, 89.627286, 86.314443, 82.884762, 80.990521, 79.725111, 79.248481, 80.171300, 79.821046, 80.232376, 80.347885, 80.810568, 80.783739, 80.632855, 79.965716, 78.252872, 77.408230, 76.961319, 75.952495, 74.685943, 73.807992, 73.089974, 71.666910, 72.142980, 72.561939, 69.257988
2018-08-22T04:24:55.000Z, 87.140233, 86.220884, 90.174559, 90.459761, 89.339183, 88.331077, 86.184780, 85.013892, 82.516101, 80.488777, 80.452768, 80.857027, 81.164347, 81.530011, 80.838008, 81.590337, 80.555042, 80.525712, 79.639166, 77.773408, 76.753598, 76.271420, 75.402925, 74.035947, 72.920173, 72.193751, 70.809381, 71.387688, 71.741458, 68.604899
2018-08-22T04:44:55.000Z, 87.698924, 86.881989, 88.544229, 90.308192, 88.734198, 87.846818, 85.310342, 82.671998, 79.840293, 78.882596, 78.507337, 79.094030, 79.225362, 79.725759, 79.829618, 80.664357, 80.105591, 80.096412, 79.062254, 77.250272, 76.353638, 76.087167, 75.565813, 73.986702, 72.715252, 72.204620, 71.097155, 72.374208, 73.994506, 75.009989
2018-08-22T05:04:55.000Z, 87.047329, 86.011392, 88.480656, 90.347522, 88.874505, 87.923354, 84.363004, 82.535981, 80.039701, 78.636185, 78.651451, 78.534667, 78.010116, 79.143756, 79.109619, 79.880184, 79.096914, 78.841563, 77.871663, 75.917278, 74.973607, 74.459750, 73.487948, 72.004919, 70.819903, 70.033779, 68.697263, 69.030922, 69.527349, 66.584650
2018-08-22T05:24:55.000Z, 86.536999, 86.348845, 87.501658, 89.531057, 90.031318, 88.869673, 85.906998, 82.640684, 80.376965, 79.077271, 79.065670, 79.761457, 78.939704, 78.962744, 78.678566, 79.020292, 78.928854, 78.600863, 77.634896, 75.736778, 74.712432, 74.214535, 73.362067, 71.870886, 70.785402, 69.978779, 68.642022, 69.098014, 69.373439, 66.125352
2018-08-22T05:44:55.000Z, 85.820774, 87.102405, 88.188233, 91.010413, 88.548587, 87.558427, 85.814186, 82.621677, 80.047483, 79.474253, 78.498388, 79.990836, 79.682362, 79.122516, 79.004124, 79.289769, 79.152467, 78.447120, 77.133269, 74.708661, 73.166739, 72.359468, 71.367622, 69.646791, 68.275753, 67.486750, 66.393777, 66.396297, 66.662992, 63.592248
2018-08-22T06:04:55.000Z, 86.632261, 86.718431, 87.953789, 90.069547, 89.049195, 87.364269, 83.914154, 81.601643, 79.581305, 78.870814, 78.808099, 78.975175, 78.218247, 77.879674, 78.003285, 78.281217, 77.582971, 77.316223, 76.140654, 73.197466, 71.375839, 70.579712, 69.870232, 68.440292, 66.509264, 65.825491, 64.576796, 64.663575, 64.857163, 61.820199
2018-08-22T06:24:55.000Z, 85.146729, 85.928657, 87.704334, 89.953534, 88.671595, 87.816886, 85.956729, 81.541082, 79.497385, 78.790836, 78.309518, 80.436201, 77.584092, 77.512486, 77.953085, 78.238034, 77.791970, 77.476113, 76.258960, 73.101698, 71.040432, 70.354845, 69.821091, 68.704323, 66.492884, 65.227077, 64.156570, 63.898825, 64.421331, 62.433966
2018-08-22T06:44:55.000Z, 84.789497, 85.556996, 87.311492, 88.702353, 88.365213, 86.782294, 84.872171, 81.293456, 79.481665, 78.571071, 78.892649, 78.082019, 77.429207, 77.300915, 77.598635, 77.489650, 77.391484, 76.859808, 75.497265, 72.402346, 70.468297, 69.947892, 69.249129, 67.007763, 66.239511, 68.032985, 70.095272, 72.608061, 78.812126, 81.435645
2018-08-22T07:04:55.000Z, 85.383872, 86.785037, 88.001665, 89.929811, 88.576665, 87.686275, 85.910166, 82.879910, 81.984054, 80.936360, 81.216916, 82.139992, 82.500455, 82.654748, 83.210306, 84.074358, 84.073382, 83.519807, 82.327267, 80.628464, 80.230038, 81.089894, 82.139174, 80.266028, 78.804363, 83.333823, 85.789028, 88.838462, 91.064602, 90.960949
2018-08-22T07:24:55.000Z, 85.257406, 85.686387, 87.651335, 89.228508, 87.495777, 86.665112, 84.835146, 81.045074, 79.524841, 78.742670, 78.682425, 79.011391, 77.914966, 78.177455, 78.052363, 78.087579, 77.911475, 77.515531, 76.206732, 73.267501, 71.620888, 71.050060, 70.775105, 69.402454, 67.855918, 67.130528, 66.055349, 66.459227, 66.582841, 63.328481
2018-08-22T07:44:55.000Z, 86.440604, 87.302944, 87.977115, 89.461033, 87.728471, 86.882019, 86.029219, 82.376467, 80.812776, 79.787158, 78.809137, 78.969272, 78.015008, 78.160700, 78.502429, 78.706063, 78.897876, 78.515527, 76.992781, 74.055188, 72.149905, 73.386656, 74.736321, 70.659356, 68.743028, 70.040461, 71.216088, 73.110294, 76.847432, 82.079286
2018-08-22T08:04:55.000Z, 85.657696, 86.780408, 88.651834, 89.567599, 87.287863, 86.373799, 84.702657, 82.023848, 80.588199, 80.288489, 80.184346, 79.348115, 79.495631, 79.578388, 79.461270, 79.150935, 79.067583, 78.493926, 76.892999, 73.675355, 71.661945, 70.835026, 70.372187, 68.600876, 66.983800, 66.156412, 65.023268, 65.274177, 65.696162, 62.651226
2018-08-22T08:24:55.000Z, 85.871262, 86.846377, 89.126530, 90.516449, 89.217919, 87.362766, 85.421482, 81.849440, 81.339859, 78.911089, 79.025626, 78.365700, 78.069799, 78.422257, 78.132950, 78.024210, 77.913439, 77.641676, 76.579217, 73.113644, 71.017405, 70.308244, 69.596789, 67.804296, 65.890872, 65.038550, 63.757341, 63.681303, 64.119950, 61.426073
2018-08-22T08:44:55.000Z, 85.098928, 86.468394, 88.295527, 89.600665, 88.458993, 86.900341, 85.642111, 83.294440, 81.995542, 80.149694, 79.785668, 79.206534, 77.579356, 77.394399, 77.829262, 78.097212, 78.049368, 77.974565, 76.627099, 73.135799, 70.919514, 69.890119, 68.862390, 66.772164, 64.626485, 63.489628, 62.146566, 62.335674, 63.070664, 60.578884
2018-08-22T09:04:55.000Z, 85.235473, 87.015289, 88.536468, 89.928492, 87.505488, 87.192484, 85.316027, 82.000722, 80.985130, 79.354266, 79.496503, 78.823145, 78.133130, 78.080935, 78.073854, 78.349823, 78.074526, 77.867009, 76.559018, 73.375342, 71.358474, 71.093226, 71.848991, 70.552758, 67.252816, 66.211352, 64.753689, 65.242668, 66.231400, 67.065080
2018-08-22T09:24:55.000Z, 83.620136, 86.715063, 88.244532, 90.671666, 88.171218, 87.581718, 85.183434, 82.056860, 81.413812, 79.943091, 79.706125, 79.879721, 78.476742, 78.553914, 78.152664, 78.371784, 78.077324, 77.930337, 76.629109, 73.187655, 70.790073, 70.085744, 70.077594, 67.975524, 66.109432, 66.977597, 68.138004, 71.099232, 74.940761, 77.086682
2018-08-22T09:44:55.000Z, 96.324049, 94.976717, 94.534994, 93.997377, 92.676828, 91.865170, 90.193846, 88.558287, 88.284751, 88.033311, 88.842768, 86.535291, 84.966456, 83.810731, 82.667609, 81.306505, 80.977323, 80.222100, 78.492121, 75.625144, 73.977970, 72.779038, 71.370483, 68.894246, 67.023216, 66.343307, 65.392539, 65.847266, 67.654839, 67.405985
2018-08-22T10:04:55.000Z, 88.648187, 91.044602, 92.166731, 92.956058, 93.594570, 91.553456, 87.969712, 87.596546, 86.728333, 87.582620, 90.583287, 88.039760, 85.389880, 86.223075, 87.130413, 86.109344, 86.473784, 84.437351, 81.923978, 78.641747, 75.370495, 72.415360, 69.771871, 66.480640, 61.080498, 58.962038, 58.649691, 58.101990, 58.859300, 57.640707
2018-08-22T10:24:55.000Z, 86.633254, 88.623906, 90.580999, 93.372787, 93.022181, 93.213865, 87.439701, 86.237492, 84.866491, 86.185468, 90.222808, 89.573525, 84.417168, 85.524777, 83.496000, 83.371318, 83.353223, 81.827655, 80.350854, 77.619269, 74.645795, 72.270162, 71.059326, 68.163191, 62.943618, 62.160784, 61.997763, 63.490122, 66.269297, 68.437479
2018-08-22T10:44:55.000Z, 86.570289, 89.482532, 91.717610, 93.793950, 91.916153, 89.658260, 84.779145, 81.534725, 83.307033, 80.290060, 82.142466, 78.997237, 79.266435, 79.495885, 78.954906, 78.467278, 78.519047, 78.528124, 77.648326, 73.442583, 70.065080, 69.377370, 71.044013, 72.745391, 67.961971, 64.297294, 63.052075, 63.822787, 67.102521, 68.739661
2018-08-22T11:04:55.000Z, 89.905494, 90.612497, 92.013332, 93.070318, 91.675706, 91.686002, 87.842930, 83.547714, 82.514079, 81.607295, 80.943322, 80.218933, 79.178349, 79.462434, 77.894866, 77.460173, 77.305982, 77.179814, 76.217919, 72.590068, 69.534649, 68.577603, 68.661117, 67.844108, 64.108625, 64.013818, 64.446258, 64.964303, 67.547444, 68.064421
2018-08-22T11:24:55.000Z, 89.900861, 91.422463, 92.089219, 94.711854, 94.280533, 91.763750, 88.045657, 85.530986, 84.156977, 83.166453, 82.430091, 82.818586, 81.477759, 80.094908, 79.689971, 79.503721, 78.242601, 77.995733, 76.785631, 73.158894, 69.924648, 68.987414, 70.395347, 70.171592, 64.437264, 63.204870, 63.943354, 65.223059, 69.860779, 73.825533
2018-08-22T11:44:55.000Z, 86.526369, 87.893542, 89.838647, 92.183200, 90.596066, 88.879426, 85.744326, 82.048848, 81.350384, 79.931058, 79.418653, 80.460614, 78.414351, 78.137150, 78.182846, 78.811149, 78.449353, 78.668110, 78.267245, 74.316452, 71.607561, 71.263510, 74.487721, 76.132056, 70.718751, 66.261353, 64.283748, 64.637652, 66.969552, 68.405995
2018-08-22T12:04:55.000Z, 86.911581, 87.768966, 90.118292, 92.890196, 91.222019, 89.782745, 85.357098, 81.869296, 79.884853, 78.828055, 77.967503, 77.861768, 77.597180, 79.465504, 77.585463, 78.551183, 78.787524, 79.142939, 78.769939, 74.985334, 72.283568, 71.685279, 74.065877, 75.862593, 71.970325, 66.208442, 64.656459, 65.407752, 68.121084, 69.606366
2018-08-22T12:24:55.000Z, 86.420945, 87.987499, 90.255618, 93.281380, 91.817245, 90.195232, 85.650327, 82.107472, 80.536172, 79.092907, 77.868294, 77.811572, 77.344656, 78.128072, 78.586745, 80.155584, 80.722256, 81.876845, 81.472092, 76.956365, 74.239157, 73.675047, 75.159700, 75.323176, 72.094894, 67.675351, 67.229026, 66.322127, 68.381845, 68.464435
2018-08-22T12:44:55.000Z, 85.856116, 88.265947, 88.411378, 91.870133, 89.680977, 89.622927, 84.424650, 81.790324, 80.737198, 80.490809, 80.927346, 80.080770, 80.036514, 81.677399, 83.470263, 85.298800, 86.905256, 87.529220, 86.703022, 82.088174, 79.896028, 80.391477, 82.151648, 77.121723, 75.536656, 74.555641, 74.263668, 74.424914, 77.551443, 79.134567
2018-08-22T13:04:55.000Z, 85.993998, 87.498536, 87.024340, 90.373755, 88.394860, 88.536669, 85.303429, 82.216197, 80.220287, 79.890449, 79.636573, 80.059109, 78.821250, 78.791005, 80.120116, 81.047158, 81.130568, 81.231303, 79.287469, 75.599084, 75.110536, 76.459457, 75.753233, 73.158327, 70.457851, 69.137657, 67.656050, 66.981663, 67.359435, 66.243219
2018-08-22T13:24:55.000Z, 85.949110, 86.114954, 87.672905, 90.753800, 89.100033, 88.250057, 84.065266, 81.301495, 79.436658, 79.994187, 79.092122, 78.877998, 78.617282, 77.150538, 76.555483, 76.701200, 76.543435, 76.533911, 76.471178, 73.859053, 71.560068, 70.294538, 68.962421, 67.987997, 66.878832, 65.771603, 64.784917, 64.300640, 64.132573, 61.271435
2018-08-22T13:44:55.000Z, 86.184231, 86.481361, 88.038354, 90.844843, 89.012372, 88.006061, 84.730042, 80.795111, 79.049582, 80.025093, 79.507597, 80.176001, 79.999872, 78.499221, 78.197069, 77.722273, 76.068349, 73.716013, 72.572372, 71.094893, 67.913579, 65.848005, 63.717898, 61.746896, 60.655933, 60.367708, 59.832140, 58.902406, 59.277019, 57.547539
2018-08-22T14:04:55.000Z, 84.844588, 86.468021, 88.862716, 91.452294, 89.634112, 88.977590, 85.104792, 81.457532, 78.983804, 79.326200, 78.970839, 78.587507, 78.914880, 78.500422, 75.513468, 74.192648, 73.715198, 72.343360, 70.726688, 68.760931, 65.965237, 63.911886, 61.964237, 59.897425, 58.820377, 58.593969, 58.850128, 58.167064, 58.182260, 56.644475
2018-08-22T14:24:55.000Z, 84.254023, 86.475136, 88.910230, 89.521911, 88.286772, 87.812469, 84.109625, 80.409514, 79.241733, 79.120811, 79.040345, 77.763282, 77.314420, 77.745670, 75.666500, 73.973732, 72.833961, 72.167377, 70.911248, 68.673946, 65.874418, 63.307246, 61.025866, 59.571670, 58.577914, 60.823144, 61.947494, 59.631537, 58.181752, 56.483970
2018-08-22T14:44:55.000Z, 85.031157, 85.372609, 86.665800, 89.015672, 88.559059, 87.588532, 83.788222, 80.660545, 77.995548, 78.557003, 76.908407, 77.301062, 75.723043, 75.595251, 73.520100, 72.250444, 71.442591, 71.437250, 70.320467, 68.792733, 66.802705, 65.433648, 64.025130, 62.615254, 62.299306, 62.440879, 62.160509, 61.081084, 60.489095, 58.187157
2018-08-22T15:04:55.000Z, 83.876828, 87.323115, 89.300277, 90.738405, 89.494649, 88.080834, 84.336267, 81.222059, 79.284461, 78.540221, 77.803757, 76.108499, 75.642231, 79.901021, 72.814443, 71.350747, 70.470241, 70.228494, 69.250171, 67.187488, 64.326040, 62.258818, 60.449064, 58.819656, 58.024556, 57.608898, 57.583058, 57.458537, 57.830649, 56.384136
2018-08-22T15:24:55.000Z, 84.180447, 86.670315, 87.681341, 91.398417, 89.306548, 87.539275, 84.849310, 80.970815, 78.952138, 77.845029, 77.563682, 76.670804, 77.328630, 79.879119, 72.119954, 70.963691, 70.271848, 70.022467, 69.319086, 67.537142, 64.469991, 62.186612, 59.925672, 58.170319, 58.076532, 58.515170, 57.957263, 57.230263, 57.223171, 55.980714
2018-08-22T15:44:55.000Z, 84.059192, 87.431385, 88.288272, 90.764083, 89.199843, 87.991712, 84.459213, 81.571742, 78.333712, 77.793574, 77.627108, 76.909371, 77.937147, 78.256541, 73.401691, 71.734478, 70.999735, 70.454536, 69.269477, 67.584503, 64.730279, 62.464867, 60.761083, 59.420744, 59.167580, 60.585669, 60.723125, 59.912065, 59.875413, 58.511204
2018-08-22T16:04:55.000Z, 83.548075, 86.858595, 88.078482, 90.021998, 89.097408, 87.822986, 84.374242, 80.877902, 79.152749, 77.978248, 77.655528, 77.849540, 80.753965, 77.982888, 73.581330, 71.912892, 70.795025, 70.509188, 69.712543, 67.690621, 65.137959, 62.462440, 60.855592, 59.501758, 58.859057, 60.395431, 60.409958, 59.075528, 58.861459, 58.212109
2018-08-22T16:24:55.000Z, 83.339310, 86.168076, 87.129351, 90.070768, 88.384051, 87.189539, 83.892442, 80.234058, 78.520526, 77.313380, 76.954829, 76.927513, 75.764150, 73.827272, 71.810830, 70.496531, 70.007910, 70.223497, 69.655275, 68.301647, 66.111075, 64.302590, 62.301588, 60.448670, 59.212239, 59.749107, 59.352768, 58.194049, 58.274551, 56.682953
2018-08-22T16:44:55.000Z, 83.425218, 85.013815, 88.102841, 91.688254, 89.999135, 87.866829, 84.080036, 80.852721, 78.407615, 77.700530, 76.794008, 76.617992, 76.942126, 74.987285, 72.601987, 71.463608, 70.943608, 70.818208, 70.088770, 68.484033, 65.974402, 63.710404, 61.862879, 60.125079, 59.093813, 59.307088, 60.107598, 57.740088, 57.675325, 56.234532
2018-08-22T17:04:55.000Z, 82.917275, 85.100704, 86.261431, 89.760181, 88.033927, 87.923054, 84.272936, 80.961064, 78.771225, 79.072300, 76.817508, 76.336661, 75.530721, 74.029649, 71.970064, 71.001233, 70.474815, 70.475371, 70.057497, 68.553025, 66.356949, 64.228617, 62.061135, 59.815377, 58.166301, 58.284422, 57.817543, 57.030880, 57.327198, 56.038564
2018-08-22T17:24:55.000Z, 85.105705, 87.886660, 88.981221, 91.119980, 89.379977, 87.251393, 84.492705, 81.184074, 79.017298, 77.418954, 77.767991, 83.319195, 77.856413, 74.963532, 72.735685, 71.972903, 71.437154, 71.273320, 70.578564, 69.399406, 67.243215, 65.804838, 64.326578, 62.755985, 61.705684, 61.195696, 60.118426, 59.820798, 60.390401, 58.147767
2018-08-22T17:44:55.000Z, 85.837358, 87.551351, 89.359945, 91.287237, 88.868163, 87.531507, 84.084159, 81.601554, 79.393422, 79.376377, 78.694887, 85.596434, 79.350123, 76.384539, 73.972203, 72.468781, 71.020684, 70.725352, 69.989878, 68.162030, 65.528564, 63.829377, 61.889908, 60.123142, 59.004765, 58.592981, 57.800430, 57.513926, 58.075228, 56.569141
2018-08-22T18:04:55.000Z, 86.161406, 86.253772, 88.399744, 90.451244, 88.768933, 88.411193, 84.844460, 81.483202, 78.495141, 77.067274, 76.776622, 77.502665, 76.002899, 75.604718, 72.988787, 71.987882, 71.164828, 71.307712, 70.099138, 67.539443, 64.603046, 62.163260, 59.803270, 57.954861, 57.215434, 57.182135, 56.803865, 56.357609, 56.856360, 55.795185
2018-08-22T18:24:55.000Z, 85.125110, 85.459682, 87.363055, 89.525584, 87.332942, 87.008658, 84.014014, 81.059993, 79.091811, 78.396104, 78.565201, 82.245619, 80.298912, 78.548708, 75.739753, 74.775390, 74.485381, 73.075252, 70.503857, 68.854312, 65.459725, 62.373727, 59.584372, 57.414184, 56.438473, 58.210282, 57.806069, 57.141301, 56.828239, 55.627555
2018-08-22T18:44:55.000Z, 85.147750, 85.378229, 86.746492, 88.216385, 87.269408, 86.790135, 83.867046, 81.550888, 78.881009, 78.196042, 78.552511, 82.928268, 80.635369, 78.671867, 74.676906, 73.071419, 73.374541, 72.414166, 70.340641, 67.678952, 64.070793, 61.313163, 58.762146, 56.981053, 56.235914, 57.912202, 57.596668, 56.895349, 56.795895, 55.870166
2018-08-22T19:04:55.000Z, 87.573155, 88.346570, 87.351003, 89.149562, 87.725182, 86.606724, 83.783907, 80.908416, 78.363775, 78.090363, 77.428260, 83.089729, 79.036813, 76.174525, 73.212006, 70.582805, 69.439350, 69.114088, 68.292404, 66.567463, 62.554560, 59.585857, 57.568671, 55.895255, 55.464667, 56.983859, 58.187801, 57.803517, 58.034671, 56.950241
2018-08-22T19:24:55.000Z, 86.339992, 85.597660, 86.894664, 88.719725, 87.686422, 86.463875, 83.323011, 80.207649, 78.642690, 78.959884, 78.068547, 81.215406, 77.956047, 76.754388, 73.532266, 71.167678, 70.034734, 69.565649, 68.448269, 65.997859, 62.183617, 59.353039, 57.894432, 57.118678, 57.050621, 58.602180, 59.544210, 58.945858, 58.261549, 56.080991
2018-08-22T19:44:55.000Z, 85.855650, 84.891575, 86.331830, 88.564371, 88.053952, 86.521141, 83.417251, 80.525421, 80.206680, 80.937768, 80.079096, 81.862705, 76.886041, 75.389186, 71.650804, 69.850484, 68.602176, 68.582339, 67.267617, 64.828377, 60.513508, 56.970372, 55.613770, 54.658502, 54.774439, 55.665988, 56.502854, 56.282577, 56.631320, 55.648226
2018-08-22T20:04:55.000Z, 86.470892, 86.009258, 86.986253, 89.638193, 88.592270, 88.327160, 85.268684, 81.191175, 78.950063, 77.768351, 77.395757, 76.831826, 75.926003, 73.958318, 70.937651, 69.384216, 68.349652, 68.599423, 67.415379, 65.068433, 60.624420, 57.058485, 55.558305, 54.840578, 54.695937, 55.793283, 55.928788, 56.627861, 56.632822, 55.530400
2018-08-22T20:24:55.000Z, 83.599970, 84.810000, 86.187152, 88.002178, 86.991140, 86.111569, 83.447023, 81.405779, 78.582790, 79.437375, 77.529815, 76.144721, 75.943677, 73.477107, 71.134951, 69.640304, 68.861954, 69.112263, 67.828813, 65.479332, 60.814571, 57.091181, 55.019776, 54.130239, 54.192494, 55.497615, 56.227524, 56.208711, 56.671477, 55.622848
2018-08-22T20:44:55.000Z, 85.441236, 86.974426, 86.981021, 88.232570, 87.557805, 85.947150, 82.586608, 80.285838, 77.709535, 75.852446, 75.178539, 75.115858, 73.958624, 72.448982, 70.618159, 68.976340, 67.923418, 67.956703, 66.650041, 64.616111, 60.078533, 56.495136, 54.667536, 53.918509, 54.120905, 55.045663, 55.866301, 55.809244, 56.498426, 55.579941
2018-08-22T21:04:55.000Z, 84.083843, 85.587637, 86.274951, 88.016148, 86.824574, 85.570563, 82.211721, 79.766812, 76.969650, 76.842729, 74.313722, 74.509444, 73.120967, 70.916618, 69.244402, 67.975303, 67.521969, 67.957735, 67.019167, 64.557277, 60.160723, 56.988668, 55.595823, 54.951767, 54.895228, 55.506253, 55.774281, 55.995478, 56.788045, 55.743362
2018-08-22T21:24:55.000Z, 84.664016, 85.967571, 86.588759, 88.244085, 87.676825, 86.422531, 83.292515, 81.217183, 79.380118, 78.395612, 77.015857, 75.768566, 75.134532, 73.043363, 72.131963, 69.396599, 68.168339, 67.733907, 66.529332, 64.689165, 61.593469, 59.912578, 59.046844, 58.425800, 58.443488, 58.188249, 57.690648, 57.179986, 57.416520, 55.999397
2018-08-22T21:44:55.000Z, 84.681307, 85.836894, 87.494977, 89.185915, 88.656817, 87.940286, 83.411029, 79.561221, 77.338714, 76.574000, 75.666962, 75.053173, 74.589462, 73.043437, 70.421928, 68.994257, 68.433674, 68.052118, 66.652576, 64.038999, 60.130714, 56.978393, 55.512066, 54.834409, 54.726169, 55.199972, 55.896209, 55.990508, 56.739392, 55.719805
2018-08-22T22:04:55.000Z, 83.750711, 84.812579, 86.348474, 88.005395, 86.867568, 85.877374, 82.454162, 79.302487, 77.204864, 77.118821, 76.132471, 75.629609, 74.177692, 72.940736, 70.237481, 68.541823, 67.546160, 67.467093, 66.874245, 64.919496, 61.285155, 58.110035, 55.741007, 54.584100, 54.824255, 55.674315, 55.811023, 55.849393, 56.657357, 55.772362
2018-08-22T22:24:55.000Z, 82.133549, 83.773460, 85.282965, 87.109382, 85.716712, 84.942025, 81.893932, 78.830564, 76.381424, 75.060339, 75.119833, 77.907774, 73.938848, 73.294234, 70.475747, 68.413506, 67.454605, 67.432894, 66.575319, 64.706970, 61.077009, 59.429856, 56.693049, 54.925538, 55.011563, 56.016467, 55.650332, 55.423020, 56.282197, 55.477094
2018-08-22T22:44:55.000Z, 82.956904, 83.539788, 85.319930, 87.042513, 85.470265, 85.060403, 82.943149, 79.354325, 76.566572, 75.697042, 74.800746, 80.881000, 78.116306, 71.983168, 72.487381, 68.024585, 66.660347, 66.316202, 65.128210, 63.161866, 59.176083, 56.406354, 54.984969, 54.239249, 54.558962, 55.629917, 55.750984, 55.541401, 56.305947, 55.471347
