dateTime,spotID,lat,long,speed,dist,station,TOL_25,TOL_31.5,TOL_40,TOL_50,TOL_63,TOL_80,TOL_100,TOL_125,TOL_160,TOL_200,TOL_250,TOL_315,TOL_400,TOL_500,TOL_630,TOL_800,TOL_1000,TOL_1250,TOL_1600,TOL_2000,TOL_2500,TOL_3150,TOL_4000,TOL_5000,TOL_6300,TOL_8000,TOL_10000,TOL_12500,TOL_16000,TOL_20000
2018-08-17T06:40:00Z,0-2571609,38.66418,-126.80635,1.920052539,0.785621497,8,90.68367,89.190534,88.520225,90.690928,88.596752,86.290086,84.022891,82.570988,81.172484,80.391198,80.606111,81.267364,82.380066,83.222443,83.707772,84.209101,84.23125,84.273159,83.980914,83.320705,82.839853,82.531496,81.849206,80.904976,79.833995,79.227665,78.280048,77.313964,77.158647,74.805053
2018-08-17T07:20:00Z,0-2571609,38.65563,-126.80821,1.812897838,0.7407702,8,87.070683,86.23676,86.478837,88.951428,87.120489,85.815102,85.259451,82.768574,81.886558,79.801738,80.429237,81.407771,82.495362,83.260623,84.113051,84.52233,84.743741,84.770096,84.57125,84.028501,83.503557,83.247445,82.558294,81.54702,80.549136,79.914122,78.962838,77.915754,77.741997,75.248766
2018-08-17T07:40:00Z,0-2571609,38.64793,-126.81085,2.051343855,0.760136862,8,88.633301,87.61229,86.480737,88.756034,87.232568,85.503745,86.615434,84.993604,82.043795,80.517532,81.093042,81.592274,82.99086,83.782395,84.455947,84.834911,85.082142,85.089795,84.791984,84.368131,83.880486,83.63655,82.964452,81.894163,80.844696,80.17581,79.23201,78.212612,78.018605,75.740952
2018-08-17T08:20:00Z,0-2571609,38.64004,-126.81448,1.759032468,0.689443003,8,87.126998,86.445526,88.286073,89.573428,87.416871,86.431366,83.930758,81.713244,79.893832,79.679512,80.766746,81.586642,82.826703,83.570145,84.468292,84.896963,85.081671,85.244307,84.966824,84.472982,84.081824,83.736457,83.036194,81.885521,80.958238,80.336839,79.370513,78.29532,78.118984,75.679147
2018-08-17T08:40:00Z,0-2571609,38.63351,-126.81757,1.612628427,0.650426799,8,89.9563,88.159869,87.931828,88.276399,86.693793,84.957609,82.960933,80.720793,79.777977,79.783271,80.337676,81.419732,82.397644,83.360748,83.951063,84.412834,84.717725,84.68643,84.470024,84.174038,83.695553,83.373148,82.557047,81.429646,80.387963,79.697078,78.671551,77.649068,77.513724,75.023218
2018-08-17T09:20:00Z,0-2571609,38.62709,-126.81993,1.382415362,0.565254281,8,87.848547,86.760012,87.023797,88.213864,86.402425,85.21987,84.861458,82.200884,80.712454,79.934241,80.526746,81.560537,82.461549,83.305653,83.996142,84.568681,84.753158,84.801272,84.606674,84.110807,83.723307,83.35434,82.522163,81.340591,80.365108,79.635209,78.615916,77.504485,77.377374,74.857616
2018-08-17T09:40:00Z,0-2571609,38.62161,-126.82162,1.301115087,0.484303949,8,89.696932,87.187876,86.973305,87.811298,86.733229,84.514623,83.783964,82.895089,81.380678,80.065809,80.631232,81.609755,82.58507,83.473551,84.099249,84.809868,84.83702,84.892442,84.644672,84.27896,83.77173,83.382824,82.535888,81.320194,80.276758,79.59392,78.581637,77.405747,77.217025,74.746678
2018-08-17T10:20:00Z,0-2571609,38.61568,-126.82214,1.375442931,0.526871056,8,88.151817,86.582264,85.949501,87.751304,86.200684999999993,84.671496,83.235245,81.301395,80.62409,80.449044,81.557848,82.382853,83.511019,84.418779,85.197237,85.717597,85.875858,85.938286,85.791753,85.444849,85.002883,84.689495,83.944911,82.812316,81.873076,81.233234,80.231611,79.161819,79.02377,76.480921
2018-08-17T10:40:00Z,0-2571609,38.61054,-126.82208,1.116586262,0.425233268,8,87.520774,86.479073,86.248436,87.329482,86.167393,84.599208,82.218945,80.052022,79.423158,79.980796,80.776064,81.795594,82.839198,83.660623,84.543738,85.034029,85.123279,85.316848,85.110774,84.728744,84.322504,84.012065,83.221885,81.994655,80.948836,80.245521,79.202839,78.071382,77.960672,75.441869
2018-08-17T11:20:00Z,0-2571609,38.60518,-126.82182,1.159328212,0.446663397,8,89.82489,87.840143,87.028129,87.974131,86.945707,85.063136,82.961264,81.111257,80.185536,80.304386,80.855527,81.653547,82.58496,83.270713,84.241469,84.636975,84.739819,84.868519,84.748591,84.404865,84.026097,83.573277,82.734465,81.485576,80.362582,79.538033,78.403467,77.364117,77.16414,74.679889
